QUOTE_READTIME,VIX,OVX,WLEMUINDXD,USEPUINDXD,GSCPI,STLFSI3,USD_Index,INF,INFECTDISEMVTRACKD
8/25/2021,16.79,35.599998,81.17,74.18,2.95,-0.5173,92.830002,15.61599,82.56
8/26/2021,18.84,36.330002,12.16,54.9,2.95,-0.5173,93.059998,15.61599,81.63
8/27/2021,16.39,34.93,12.27,69.52,2.95,-0.7366,92.690002,15.61599,58.83
8/30/2021,16.19,35.27,18.79,77.75,2.95,-0.7366,92.650002,15.61599,45.75
8/31/2021,16.48,34.279999,42.85,166.77,3.24,-0.7366,92.629997,15.61599,45.75
9/1/2021,16.11,36.130001,11.2,88.74,3.24,-0.7366,92.449997,16.16973,45.75
9/2/2021,16.41,31.35,48.52,72.75,3.24,-0.7366,92.230003,16.16973,45.75
9/3/2021,16.41,36.91,49.37,88.32,3.24,-0.6943,92.040001,16.16973,45.75
9/7/2021,18.14,32.91,126.12,165.86,3.24,-0.6943,92.519997,16.16973,45.75
9/8/2021,17.96,31.91,81.45,118.66,3.24,-0.6943,92.650002,16.16973,45.75
9/9/2021,18.8,33.869999,58.05,56.89,3.24,-0.6943,92.480003,16.16973,45.75
9/10/2021,20.95,33.540001,11.95,72.22,3.24,-0.6949,92.580002,16.16973,45.75
9/13/2021,19.37,32.740002,160.7,209.02,3.24,-0.6949,92.620003,16.16973,45.75
9/14/2021,19.46,33.630001,166.79,135.76,3.24,-0.6949,92.650002,16.16973,45.75
9/15/2021,18.18,32.380001,11.36,106.93,3.24,-0.6949,92.489998,16.16973,45.75
9/16/2021,18.69,33.16,35.72,44.76,3.24,-0.6949,92.860001,16.16973,45.75
9/17/2021,20.81,32.32,12.28,83.45,3.24,-0.6204,93.199997,16.16973,45.75
9/20/2021,25.71,35.23,146.94,159.31,3.24,-0.6204,93.239998,16.16973,45.75
9/21/2021,24.36,34.450001,281.83,196.08,3.24,-0.6204,93.199997,16.16973,45.75
9/22/2021,20.87,32.43,172.2,98.64,3.24,-0.6204,93.459999,16.16973,45.75
9/23/2021,18.63,32.299999,23.55,79.1,3.24,-0.6204,93.099998,16.16973,45.75
9/24/2021,17.75,34.009998,24.3,86.86,3.24,-0.5223,93.330002,16.16973,9.555
9/27/2021,18.76,34.98,143.59,243.51,3.24,-0.5223,93.379997,16.16973,46.17
9/28/2021,23.25,36.099998,41.99,126.3,3.24,-0.5223,93.769997,16.16973,25.725
9/29/2021,22.56,35.259998,44.72,104.63,3.24,-0.5223,94.339996,16.16973,39.015
9/30/2021,23.14,38.68,68.98,142.53,3.25,-0.5223,94.25,16.16973,60.615
10/1/2021,21.15,37.470001,70.87,88.83,3.25,-0.6779,94.040001,18.71082,36.795
10/4/2021,22.96,37.27,107.13,148.03,3.25,-0.6779,93.809998,18.71082,34.545
10/5/2021,21.3,37.200001,13.6,97.14,3.25,-0.6779,93.980003,18.71082,38.205
10/6/2021,21,41.02,102.87,145.53,3.25,-0.6779,94.269997,18.71082,29.715
10/7/2021,19.54,46.150002,82.45,100.93,3.25,-0.6779,94.220001,18.71082,37.785
10/8/2021,18.77,38,36.59,96.69,3.25,-0.6228,94.07,18.71082,78.69
10/11/2021,20,38.509998,18.88,85.57,3.25,-0.6228,94.32,18.71082,102.03
10/12/2021,19.85,37.099998,28.43,90.52,3.25,-0.6228,94.519997,18.71082,56.535
10/13/2021,18.64,36.049999,45.33,111.12,3.25,-0.6228,94.080002,18.71082,51.375
10/14/2021,16.86,36.98,11.43,94.34,3.25,-0.6228,93.959999,18.71082,76.365
10/15/2021,16.3,34.049999,37.07,65.19,3.25,-0.7115,93.940002,18.71082,84.69
10/18/2021,16.31,35.02,18.44,159.77,3.25,-0.7115,93.949997,18.71082,81.705
10/19/2021,15.7,35.139999,14.05,73.95,3.25,-0.7115,93.790001,18.71082,71.925
10/20/2021,15.49,35.16,22.61,59.85,3.25,-0.7115,93.559998,18.71082,84.975
10/21/2021,15.01,36.549999,92.46,69.73,3.25,-0.7115,93.769997,18.71082,83.565
10/22/2021,15.43,36.869999,12.25,101.73,3.25,-0.9108,93.610001,18.71082,102.555
10/25/2021,15.24,36.07,54.32,102.62,3.25,-0.9108,93.809998,18.71082,79.92
10/26/2021,15.98,35.5,69.58,99.45,3.25,-0.9108,93.949997,18.71082,82.56
10/27/2021,16.98,37.630001,101.17,63.73,3.25,-0.9108,93.860001,18.71082,81.63
10/28/2021,16.53,37.23,57.06,90.49,3.25,-0.9108,93.349998,18.71082,58.83
10/29/2021,16.26,37.919998,24.12,77.35,3.25,-0.7342,94.120003,18.71082,45.75
11/1/2021,16.41,36.740002,127.18,136.17,3.8,-0.7342,93.879997,20.48511,45.75
11/2/2021,16.03,35.560001,26.74,110.75,3.8,-0.7342,94.089996,20.48511,45.75
11/3/2021,15.1,39.439999,216.7,188.57,3.8,-0.7342,93.860001,20.48511,45.75
11/4/2021,15.44,38.560001,187.34,156.8,3.8,-0.7342,94.349998,20.48511,45.75
11/5/2021,16.48,37.84,215.79,211.53,3.8,-0.6103,94.32,20.48511,45.75
11/8/2021,17.22,37.709999,358.99,363.38,3.8,-0.6103,94.050003,20.48511,45.75
11/9/2021,17.78,36.330002,257.17,149.84,3.8,-0.6103,93.959999,20.48511,45.75
11/10/2021,18.73,37.09,22.6,39,3.8,-0.6103,94.849998,20.48511,45.75
11/11/2021,17.66,36.200001,12.28,65.66,3.8,-0.6103,95.18,20.48511,45.75
11/12/2021,16.29,36.099998,12.64,202.74,3.8,-0.7214,95.129997,20.48511,45.75
11/15/2021,16.49,36.419998,99.72,107.9,3.8,-0.7214,95.410004,20.48511,45.75
11/16/2021,16.37,34.689999,42.1,112.32,3.8,-0.7214,95.919998,20.48511,45.75
11/17/2021,17.11,33.75,57.79,114.88,3.8,-0.7214,95.830002,20.48511,45.75
11/18/2021,17.59,37.68,35.75,141.8,3.8,-0.7214,95.540001,20.48511,45.75
11/19/2021,17.91,37.130001,25.16,120.37,3.8,-0.6969,96.07,20.48511,45.75
11/22/2021,19.17,36.610001,18.56,92.12,3.8,-0.6969,96.5,20.48511,45.75
11/23/2021,19.38,35.099998,28.81,98.64,3.8,-0.6969,96.489998,20.48511,9.555
11/24/2021,18.58,34.790001,12.72,131.12,3.8,-0.6969,96.839996,20.48511,46.17
11/26/2021,28.62,65.720001,45.48,57.97,3.8,-0.4627,96.089996,20.48511,25.725
11/29/2021,22.96,63.34,54.3,103.8,3.8,-0.4627,96.339996,20.48511,39.015
11/30/2021,27.19,75.230003,111.66,117.24,4.24,-0.4627,95.989998,20.48511,60.615
12/1/2021,31.12,78.18,113.42,108.42,4.24,-0.4627,96.050003,21.28962,36.795
12/2/2021,27.95,57.27,106.94,90.4,4.24,-0.4627,96.129997,21.28962,34.545
12/3/2021,30.67,64.550003,180.95,219.57,4.24,-0.0354,96.120003,21.28962,38.205
12/6/2021,27.18,56.209999,18.39,90.05,4.24,-0.0354,96.290001,21.28962,29.715
12/7/2021,21.89,48.150002,70.19,121.78,4.24,-0.0354,96.370003,21.28962,37.785
12/8/2021,19.9,45.220001,23.7,94.23,4.24,-0.0354,95.889999,21.28962,78.69
12/9/2021,21.58,47.43,24.22,59.47,4.24,-0.0354,96.269997,21.28962,102.03
12/10/2021,18.69,46.23,52.19,78.93,4.24,-0.7039,96.050003,21.28962,56.535
12/13/2021,20.31,45.880001,18.87,214.47,4.24,-0.7039,96.32,21.28962,51.375
12/14/2021,21.89,54.759998,43.16,76.16,4.24,-0.7039,96.57,21.28962,76.365
12/15/2021,19.29,56.529999,35.71,103.8,4.24,-0.7039,96.510002,21.28962,84.69
12/16/2021,20.57,49.970001,62.91,152.15,4.24,-0.7039,96.040001,21.28962,81.705
12/17/2021,21.57,48.310001,159.57,130.93,4.24,-0.4437,96.57,21.28962,71.925
12/20/2021,22.87,60.240002,58.79,118.72,4.24,-0.4437,96.550003,21.28962,84.975
12/21/2021,21.01,52.310001,134.62,164.17,4.24,-0.4437,96.489998,21.28962,83.565
12/22/2021,18.63,46,135.63,130.79,4.24,-0.4437,96.080002,21.28962,102.555
12/23/2021,17.96,43.709999,66.7,171.54,4.24,-0.4437,96.019997,21.28962,79.92
12/27/2021,17.68,43.580002,218.69,179.41,4.24,-0.5522,96.089996,21.28962,82.56
12/28/2021,17.54,41.23,49.81,113.84,4.24,-0.5522,96.199997,21.28962,81.63
12/29/2021,16.95,40.240002,57.65,84.18,4.24,-0.5522,95.93,21.28962,58.83
12/30/2021,17.33,40.200001,86.41,131.66,4.24,-0.5522,95.970001,21.28962,45.75
12/31/2021,17.22,42.619999,120.62,132.09,4.32,-0.7776,95.669998,21.28962,45.75
1/3/2022,16.6,37.57,112.25,146.6,4.32,-0.7776,96.239998,22.57779,45.75
1/4/2022,16.91,39.48,33.62,192.08,4.32,-0.7776,96.290001,22.57779,45.75
1/5/2022,19.73,44.490002,42.88,111.08,4.32,-0.7776,96.190002,22.57779,45.75
1/6/2022,19.61,36.860001,86.93,235.1,4.32,-0.7776,96.25,22.57779,45.75
1/7/2022,18.76,37,20.1,57.41,4.32,-0.7924,95.739998,22.57779,45.75
1/10/2022,19.4,37.650002,100.45,120.25,4.32,-0.7924,95.989998,22.57779,45.75
1/11/2022,18.41,34.310001,21.43,77.55,4.32,-0.7924,95.620003,22.57779,45.75
1/12/2022,17.62,34.389999,225.35,91.97,4.32,-0.7924,95,22.57779,45.75
1/13/2022,20.31,37.110001,83.55,57.28,4.32,-0.7924,94.790001,22.57779,45.75
1/14/2022,19.19,41.18,115.98,73.63,4.32,-0.7284,95.169998,22.57779,45.75
1/18/2022,22.79,42.279999,33.69,77,4.32,-0.7284,95.730003,22.57779,45.75
1/19/2022,23.85,42.75,8.13,71.25,4.32,-0.7284,95.510002,22.57779,45.75
1/20/2022,25.59,41.150002,49.95,72.93,4.32,-0.7284,95.739998,22.57779,45.75
1/21/2022,28.85,42.57,87.59,126.04,4.32,-0.4958,95.639999,22.57779,45.75
1/24/2022,29.9,47.84,73.26,273.48,4.32,-0.4958,95.919998,22.57779,45.75
1/25/2022,31.16,47.630001,234.53,190.88,4.32,-0.4958,95.949997,22.57779,45.75
1/26/2022,31.96,45.669998,144.59,146.78,4.32,-0.4958,96.489998,22.57779,9.555
1/27/2022,30.49,46.900002,169.89,164.89,4.32,-0.4958,97.260002,22.57779,46.17
1/28/2022,27.66,47.740002,48.52,129.34,4.32,-0.2836,97.269997,22.57779,25.725
1/31/2022,24.83,42.349998,157.03,184.81,3.65,-0.2836,96.540001,22.57779,39.015
2/1/2022,21.96,41.310001,136.45,143.53,3.65,-0.2836,96.389999,23.73606,60.615
2/2/2022,22.09,41.860001,171.84,101.01,3.65,-0.2836,95.940002,23.73606,36.795
2/3/2022,24.35,42.150002,115.14,93.56,3.65,-0.2836,95.379997,23.73606,34.545
2/4/2022,23.22,43.880001,39.3,171.57,3.65,-0.6702,95.480003,23.73606,38.205
2/7/2022,22.86,43.34,28.42,97.27,3.65,-0.6702,95.400002,23.73606,29.715
2/8/2022,21.44,41.259998,10.51,115.82,3.65,-0.6702,95.639999,23.73606,37.785
2/9/2022,19.96,39.400002,31.37,83.48,3.65,-0.6702,95.489998,23.73606,78.69
2/10/2022,23.91,43.810001,49.65,84.38,3.65,-0.6702,95.550003,23.73606,102.03
2/11/2022,27.36,47.439999,59.3,67.68,3.65,-0.8657,96.080002,23.73606,56.535
2/14/2022,28.33,48.830002,114.88,201.81,3.65,-0.8657,96.370003,23.73606,51.375
2/15/2022,25.7,48.360001,42.75,109.46,3.65,-0.8657,95.989998,23.73606,76.365
2/16/2022,24.29,49.380001,38.92,73.91,3.65,-0.8657,95.699997,23.73606,84.69
2/17/2022,28.11,53.139999,66.56,107.1,3.65,-0.8657,95.800003,23.73606,81.705
2/18/2022,27.75,52.009998,133.01,180.25,3.65,-0.6086,96.040001,23.73606,71.925
2/22/2022,28.81,50.110001,34.09,180.27,3.65,-0.6086,96.029999,23.73606,84.975
2/23/2022,31.02,50.509998,73.48,89.64,3.65,-0.6086,96.190002,23.73606,83.565
2/24/2022,30.32,49.040001,85.22,156.68,3.65,-0.6086,97.139999,23.73606,102.555
2/25/2022,27.59,49.5,168.78,161.59,3.65,-0.4136,96.620003,23.73606,79.92
2/28/2022,30.15,52.5,73.7,167.06,2.76,-0.4136,96.709999,23.73606,82.56
3/1/2022,33.32,61.43,84.97,188.05,2.76,-0.4136,97.410004,25.67277,81.63
3/2/2022,30.74,61.529999,121.46,134.88,2.76,-0.4136,97.389999,25.67277,58.83
3/3/2022,30.48,64.370003,164.71,204.82,2.76,-0.4136,97.790001,25.67277,45.75
3/4/2022,31.98,77.290001,58.61,219.09,2.76,-0.0835,98.650002,25.67277,45.75
3/7/2022,36.45,78.910004,56.91,164.7,2.76,-0.0835,99.290001,25.67277,45.75
3/8/2022,35.13,75.82,143.3,165.06,2.76,-0.0835,99.059998,25.67277,45.75
3/9/2022,32.45,73.25,107.69,142.59,2.76,-0.0835,97.970001,25.67277,45.75
3/10/2022,30.23,67.339996,142.35,150.53,2.76,-0.0835,98.510002,25.67277,45.75
3/11/2022,30.75,68.010002,188.09,232.96,2.76,-0.4058,99.120003,25.67277,45.75
3/14/2022,31.77,65.419998,246.05,222.54,2.76,-0.4058,99.059998,25.67277,45.75
3/15/2022,29.83,63.619999,91.68,154.33,2.76,-0.4058,99.07,25.67277,45.75
3/16/2022,26.67,59.349998,93.49,216.66,2.76,-0.4058,98.379997,25.67277,45.75
3/17/2022,25.67,67.779999,111.31,137.82,2.76,-0.4058,98.010002,25.67277,45.75
3/18/2022,23.87,69.089996,122.22,171.27,2.76,-1.0158,98.230003,25.67277,45.75
3/21/2022,23.53,70.779999,153.11,239.83,2.76,-1.0158,98.5,25.67277,45.75
3/22/2022,22.94,69.559998,69.19,137.53,2.76,-1.0158,98.489998,25.67277,45.75
3/23/2022,23.57,72.589996,98.22,116.56,2.76,-1.0158,98.620003,25.67277,45.75
3/24/2022,21.67,69.139999,70.71,128.23,2.76,-1.0158,98.790001,25.67277,45.75
3/25/2022,20.81,68.910004,102.17,209.01,2.76,-1.3229,98.809998,25.67277,45.75
3/28/2022,19.63,67.040001,119.08,322.1,2.76,-1.3229,99.089996,25.67277,9.555
3/29/2022,18.9,62.459999,184.66,193.93,2.76,-1.3229,98.400002,25.67277,46.17
3/30/2022,19.33,61.040001,110.86,105.19,2.76,-1.3229,97.790001,25.67277,25.725
3/31/2022,20.56,57.66,96.02,81.85,2.78,-1.3229,98.309998,25.67277,39.015
4/1/2022,19.63,54.360001,69.12,114.29,2.78,-1.1754,98.629997,24.67242,60.615
4/4/2022,18.57,54.310001,58.15,115.67,2.78,-1.1754,98.989998,24.67242,36.795
4/5/2022,21.03,53.799999,101.63,126.89,2.78,-1.1754,99.470001,24.67242,34.545
4/6/2022,22.1,53.150002,128.5,168.21,2.78,-1.1754,99.599998,24.67242,38.205
4/7/2022,21.55,54.23,78.46,171.04,2.78,-1.1754,99.75,24.67242,29.715
4/8/2022,21.16,53.139999,20.62,124.74,2.78,-1.1757,99.800003,24.67242,37.785
4/11/2022,24.37,54.810001,193.19,241.25,2.78,-1.1757,99.93,24.67242,78.69
4/12/2022,24.26,55.25,34.16,103.12,2.78,-1.1757,100.290001,24.67242,102.03
4/13/2022,21.82,51.200001,51.43,90.43,2.78,-1.1757,99.879997,24.67242,56.535
4/14/2022,22.7,53.380001,103.15,142.29,2.78,-1.1757,100.32,24.67242,51.375
4/18/2022,22.17,50.939999,76.98,93.03,2.78,-1.1571,100.779999,24.67242,76.365
4/19/2022,21.37,50.34,239.84,276.08,2.78,-1.1571,100.959999,24.67242,84.69
4/20/2022,20.32,52.23,75.77,95.07,2.78,-1.1571,100.389999,24.67242,81.705
4/21/2022,22.68,49.860001,69.98,89.05,2.78,-1.1571,100.580002,24.67242,71.925
4/22/2022,28.21,51.150002,90.54,148.56,2.78,-1.3671,101.220001,24.67242,84.975
4/25/2022,27.02,52.860001,131.45,126.9,2.78,-1.3671,101.75,24.67242,83.565
4/26/2022,33.52,53.57,44.42,130.06,2.78,-1.3671,102.300003,24.67242,102.555
4/27/2022,31.6,53.380001,33.48,69.39,2.78,-1.3671,102.949997,24.67242,79.92
4/28/2022,29.99,51.939999,60.13,80.21,2.78,-1.3671,103.620003,24.67242,82.56
4/29/2022,33.4,53.099998,131.51,126.12,2.78,-0.8561,102.959999,24.67242,81.63
5/2/2022,32.34,54.150002,73.17,99.33,3.39,-0.8561,103.739998,25.54923,58.83
5/3/2022,29.25,54.040001,110.17,103.64,3.39,-0.8561,103.470001,25.54923,45.75
5/4/2022,25.42,53.150002,199.17,123.78,3.39,-0.8561,102.589996,25.54923,45.75
5/5/2022,31.2,54.720001,130.68,87.92,3.39,-0.8561,103.75,25.54923,45.75
5/6/2022,30.19,54.82,250.97,212.5,3.39,-1.1446,103.660004,25.54923,45.75
5/9/2022,34.75,57.900002,129.57,97.81,3.39,-1.1446,103.650002,25.54923,45.75
5/10/2022,32.99,56.060001,112.36,135.75,3.39,-1.1446,103.919998,25.54923,45.75
5/11/2022,32.56,53.43,92.85,102.02,3.39,-1.1446,103.849998,25.54923,45.75
5/12/2022,31.77,52.709999,68.63,144.73,3.39,-1.1446,104.849998,25.54923,45.75
5/13/2022,28.87,51.220001,120.14,140,3.39,-0.6141,104.559998,25.54923,45.75
5/16/2022,27.47,51.889999,57.32,124.37,3.39,-0.6141,104.190002,25.54923,45.75
5/17/2022,26.1,50.34,22.37,101.23,3.39,-0.6141,103.360001,25.54923,45.75
5/18/2022,30.96,51.889999,125.3,97.83,3.39,-0.6141,103.809998,25.54923,45.75
5/19/2022,29.35,51.16,131.05,157.59,3.39,-0.6141,102.720001,25.54923,45.75
5/20/2022,29.43,50.720001,149.55,185.12,3.39,-0.9139,103.150002,25.54923,45.75
5/23/2022,28.48,48.630001,179.29,135.77,3.39,-0.9139,102.080002,25.54923,45.75
5/24/2022,29.45,47.040001,92.7,135.79,3.39,-0.9139,101.860001,25.54923,45.75
5/25/2022,28.37,46.759998,172.07,100.89,3.39,-0.9139,102.059998,25.54923,45.75
5/26/2022,27.5,46.029999,166.85,132.56,3.39,-0.9139,101.830002,25.54923,45.75
5/27/2022,25.72,47.919998,231.82,145.02,3.39,-1.0368,101.669998,25.54923,9.555
5/30/2022,26.54,47.919998,48.78,82.99,3.39,-1.0368,101.370003,25.54923,46.17
5/31/2022,26.19,49.82,25.72,72.9,2.59,-1.0368,101.75,25.54923,25.725
6/1/2022,25.69,49.139999,69.88,161.66,2.59,-1.0368,102.550003,26.98566,39.015
6/2/2022,24.72,47.799999,116.11,144.13,2.59,-1.0368,101.769997,26.98566,60.615
6/3/2022,24.79,46.23,81.92,163.85,2.59,-1.5091,102.139999,26.98566,36.795
6/6/2022,25.07,47.900002,45.61,127.27,2.59,-1.5091,102.440002,26.98566,34.545
6/7/2022,24.02,45.880001,69.52,167.65,2.59,-1.5091,102.32,26.98566,38.205
6/8/2022,23.96,44.369999,61.53,110.13,2.59,-1.5091,102.540001,26.98566,29.715
6/9/2022,26.09,43.869999,113.22,112.11,2.59,-1.5091,103.220001,26.98566,37.785
6/10/2022,27.75,42.919998,92.05,93.65,2.59,-1.3616,104.150002,26.98566,78.69
6/13/2022,34.02,47.560001,93.86,95.37,2.59,-1.3616,105.080002,26.98566,102.03
6/14/2022,32.69,46.630001,35.2,120.62,2.59,-1.3616,105.519997,26.98566,56.535
6/15/2022,29.62,47.040001,53.8,140.82,2.59,-1.3616,105.160004,26.98566,51.375
6/16/2022,32.95,46.27,152.05,189.54,2.59,-1.3616,103.629997,26.98566,76.365
6/17/2022,31.13,49.189999,70.87,108.29,2.59,-1.4025,104.699997,26.98566,84.69
6/20/2022,31.03,49.189999,33.32,165.4,2.59,-1.4025,104.480003,26.98566,81.705
6/21/2022,30.19,46.560001,98.16,140.07,2.59,-1.4025,104.440002,26.98566,71.925
6/22/2022,28.95,48.990002,118.73,96.97,2.59,-1.4025,104.199997,26.98566,84.975
6/23/2022,29.05,48.580002,55,96.95,2.59,-1.4025,104.43,26.98566,83.565
6/24/2022,27.23,46.990002,84.02,111.86,2.59,-1.193,104.190002,26.98566,102.555
6/27/2022,26.95,46.990002,80.28,140.99,2.59,-1.193,103.940002,26.98566,79.92
6/28/2022,28.36,46.59,72.94,129.93,2.59,-1.193,104.510002,26.98566,82.56
6/29/2022,28.16,48.57,52.98,135.62,2.59,-1.193,105.110001,26.98566,81.63
6/30/2022,28.71,48.900002,172.69,158.56,2.31,-1.193,104.690002,26.98566,58.83
7/1/2022,26.7,49.400002,188.65,178.3,2.31,-0.9721,105.139999,25.44639,45.75
7/4/2022,27.53,49.400002,109.05,309.9,2.31,-0.9721,105.190002,25.44639,45.75
7/5/2022,27.54,52.610001,56.09,116.8,2.31,-0.9721,106.5,25.44639,45.75
7/6/2022,26.73,54.669998,77.5,91.78,2.31,-0.9721,107.099998,25.44639,45.75
7/7/2022,26.08,52.869999,95.37,93.89,2.31,-0.9721,107.129997,25.44639,45.75
7/8/2022,24.64,52.099998,74.24,104.54,2.31,-1.1249,107.010002,25.44639,45.75
7/11/2022,26.17,53.099998,33.04,200.41,2.31,-1.1249,108.019997,25.44639,45.75
7/12/2022,27.29,54.400002,61.95,126.71,2.31,-1.1249,108.07,25.44639,45.75
7/13/2022,26.82,51.759998,46.66,53.13,2.31,-1.1249,107.959999,25.44639,45.75
7/14/2022,26.4,53.029999,141.31,203.36,2.31,-1.1249,108.540001,25.44639,45.75
7/15/2022,24.23,51.77,107.08,211.1,2.31,-1.6788,108.059998,25.44639,45.75
7/18/2022,25.3,49.66,48.3,183.99,2.31,-1.6788,107.370003,25.44639,45.75
7/19/2022,24.5,48.77,108.19,178.57,2.31,-1.6788,106.68,25.44639,45.75
7/20/2022,23.88,47.540001,149.94,114.22,2.31,-1.6788,107.080002,25.44639,45.75
7/21/2022,23.11,51.099998,120.04,123.1,2.31,-1.6788,106.910004,25.44639,45.75
7/22/2022,23.03,47.84,115.33,139.77,2.31,-2.1306,106.730003,25.44639,45.75
7/25/2022,23.36,47.959999,80.03,115.84,2.31,-2.1306,106.480003,25.44639,45.75
7/26/2022,24.69,47.810001,50.32,95.84,2.31,-2.1306,107.190002,25.44639,9.555
7/27/2022,23.24,48.990002,195.1,180.48,2.31,-2.1306,106.449997,25.44639,46.17
7/28/2022,22.33,47.169998,182.49,109.75,2.31,-2.1306,106.349998,25.44639,25.725
7/29/2022,21.33,46.189999,86.64,132,2.31,-1.9336,105.900002,25.44639,39.015
8/1/2022,22.84,49.970001,266.99,143.57,1.84,-1.9336,105.449997,25.44639,60.615
8/2/2022,23.93,52.77,61.17,97.86,1.84,-1.9336,106.239998,25.44639,36.795
8/3/2022,21.95,50.119999,126.73,113.79,1.84,-1.9336,106.510002,25.44639,34.545
8/4/2022,21.44,55.139999,106.38,77.36,1.84,-1.9336,105.690002,25.44639,38.205
8/5/2022,21.15,48.759998,138.53,113.65,1.84,-2.1584,106.620003,25.44639,29.715
8/8/2022,21.29,46.400002,261.61,242.89,1.84,-2.1584,106.440002,25.44639,37.785
8/9/2022,21.77,46.23,87.99,201.1,1.84,-2.1584,106.370003,25.44639,78.69
8/10/2022,19.74,46.560001,122.59,96.98,1.84,-2.1584,105.199997,25.44639,102.03
8/11/2022,20.2,45.369999,147,111.99,1.84,-2.1584,105.089996,25.44639,56.535
8/12/2022,19.53,44,109.82,54.38,1.84,-2.1495,105.629997,25.44639,51.375
8/15/2022,19.95,46.630001,121.86,152.55,1.84,-2.1495,106.550003,25.44639,76.365
8/16/2022,19.69,50.25,67.05,205.51,1.84,-2.1495,106.5,25.44639,84.69
8/17/2022,19.9,50.25,67.05,205.51,1.84,-2.1495,106.57,25.44639,81.705
